TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-12 16:00:47,1765555247801,www.eclip.pro/api/leaderboards/public,GET,limit=5,200,wlwm4-1765555247801-b5a2024989f2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,20,lhr1,102,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP6NWNCZ2DDAZTCQSX44A,7yTzrxu3rren,1
2025-12-12 16:00:47,1765555247801,www.eclip.pro/api/leaderboards/public,GET,limit=5,200,wlwm4-1765555247801-b5a2024989f2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,serverless,/api/leaderboards/public,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,18,iad1,262,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP6QX2GCG9AT125S28QFE,xJbtqRp1NhqG,1
2025-12-12 16:00:47,1765555247801,www.eclip.pro/api/stats/public,GET,,200,ks4dw-1765555247801-d4d0d911b477,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,15,lhr1,98,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP6P2X3PX2WGMZRZMMCAW,6hCTZrFnQjv9,1
2025-12-12 16:00:47,1765555247801,www.eclip.pro/api/stats/public,GET,,200,ks4dw-1765555247801-d4d0d911b477,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,serverless,/api/stats/public,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,26,iad1,263,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP6R5MAEW6M6YPA46SAKE,xJbtqRp1NhqG,1
2025-12-12 16:00:47,1765555247564,www.eclip.pro/,GET,_rsc=amg3k,304,wlwm4-1765555247564-881e75ccabc8,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,HIT,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,9,lhr1,102,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP6EHHP2BNT2MXPF345XM,7yTzrxu3rren,1
2025-12-12 16:00:47,1765555247564,www.eclip.pro/,GET,_rsc=amg3k,304,wlwm4-1765555247564-881e75ccabc8,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,HIT,static,/index,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,29,lhr1,,,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:47,1765555247443,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555247340-81317f383713,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] VIP status fetch error: Failed query: select ""id"", ""user_id"", ""purchase_date"", ""expires_at"", ""auto_renew"", ""renewal_day"", ""total_cost_coins"", ""status"", ""cancelled_at"", ""cancel_reason"", ""created_at"", ""updated_at"" from ""vip_subscriptions"" where (""vip_subscriptions"".""user_id"" = $1 and ""vip_subscriptions"".""status"" = $2 and ""vip_subscriptions"".""expires_at"" > $3) limit $4
params: 406b8abd-bb5f-4f0b-9829-b65c9043cd3b,active,2025-12-12T16:00:47.440Z,1",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:47,1765555247444,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555247340-81317f383713,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] Returning user data: {
  id: '406b8abd-bb5f-4f0b-9829-b65c9043cd3b',
  email: 'admin@eclip.pro',
  username: 'admin',
  avatarUrl: 'https://avatars.steamstatic.com/ef51ab8508a2b715278ea19b6b82d6ebf33675ce_full.jpg',
  level: 1,
  xp: 0,
  rank: 'Rookie',
  rankTier: 'Rookie',
  rankDivision: 3,
  esr: 1000,
  coins: 800,
  role: 'ADMIN',
  emailVerified: true,
  hasSteamAuth: true,
  steamId: '76561198001993310',
  title: null,
  equippedFrame: '{""id"":""b6662ff9-0a4d-4436-b9bc-966387d92cbb"",""name"":""Purple Dash"",""rarity"":""Common"",""is_vip"":false,""border_color"":""#9333ea"",""border_style"":""dashed"",""border_width"":3,""shadow_color"":""rgba(147, 51, 234, 0.3)"",""animation_type"":""rotate"",""animation_speed"":2,""vip_tier_required"":""none""}',
  equippedBanner: '{""id"":""ae2be4a9-c94b-45ef-866f-42b651a87cae"",""name"":""Abstract Banner"",""rarity"":""Common"",""is_vip"":false,""gradient"":""linear-gradient(135deg, rgb(168 85 247 / 0.4) 0%, rgb(147 51 234 / 0.4) 20%, rgb(108 92 231 / 0.4) 40%, rgb(79 70 229 / 0.4) 60%, rgb(66 133 244 / 0.4) 100%)"",""vip_tier_required"":""none""}',
  equippedBadge: null,
  stats: null,
  vip: { isVip: false, expiresAt: null, daysRemaining: 0, autoRenew: false }
}",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:47,1765555247444,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555247340-81317f383713,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",error,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] Error: ReferenceError: request is not defined
    at A (.next/server/app/api/auth/me/route.js:1:9986)
    at async k (.next/server/app/api/auth/me/route.js:1:12877)
    at async g (.next/server/app/api/auth/me/route.js:1:13880)
    at async G (.next/server/app/api/auth/me/route.js:1:15002)",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:47,1765555247340,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555247340-81317f383713,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,10,lhr1,102,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP67F03B9NMT22SPRMJQM,7yTzrxu3rren,1
2025-12-12 16:00:47,1765555247340,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555247340-81317f383713,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,29,iad1,262,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP69BJP6XGE6XREHVPDHX,xJbtqRp1NhqG,1
2025-12-12 16:00:46,1765555246868,www.eclip.pro/dashboard,GET,verify=success,200,r8cnj-1765555246868-248544f4ba7e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,HIT,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,17,lhr1,102,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP5RQ5QERK14FZKCKP29F,7yTzrxu3rren,1
2025-12-12 16:00:46,1765555246868,www.eclip.pro/dashboard,GET,verify=success,200,r8cnj-1765555246868-248544f4ba7e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,HIT,static,/dashboard,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,34,lhr1,,,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:46,1765555246745,www.eclip.pro/api/auth/verify-email,GET,token=79e2a07e-e31a-4923-95c1-d44e236c9251,307,r8cnj-1765555246482-bfcdcff22d26,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/verify-email,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,[Verify Email] Cleared old sessions for user: d64bc796-bb55-4eea-9f7f-1ae859260fb9,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:46,1765555246749,www.eclip.pro/api/auth/verify-email,GET,token=79e2a07e-e31a-4923-95c1-d44e236c9251,307,r8cnj-1765555246482-bfcdcff22d26,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/verify-email,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,[Auth] Cleared old sessions for user: d64bc796-bb55-4eea-9f7f-1ae859260fb9,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:46,1765555246482,www.eclip.pro/api/auth/verify-email,GET,token=79e2a07e-e31a-4923-95c1-d44e236c9251,307,r8cnj-1765555246482-bfcdcff22d26,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,serverless,/api/auth/verify-email,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,48,iad1,262,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP5KCP8QRGZ93X55GFKPS,xJbtqRp1NhqG,1
2025-12-12 16:00:46,1765555246482,www.eclip.pro/api/auth/verify-email,GET,token=79e2a07e-e31a-4923-95c1-d44e236c9251,307,r8cnj-1765555246482-bfcdcff22d26,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,middleware,src/middleware,www.eclip.pro,eclip-29nsrbpfv-equipgg.vercel.app,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,10,lhr1,102,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP5CQ2PPZC5WMV6CQ6JMG,7yTzrxu3rren,1
2025-12-12 16:00:45,1765555245400,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555245241-9b40a3b20c02,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,www.eclip.pro,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] VIP status fetch error: Failed query: select ""id"", ""user_id"", ""purchase_date"", ""expires_at"", ""auto_renew"", ""renewal_day"", ""total_cost_coins"", ""status"", ""cancelled_at"", ""cancel_reason"", ""created_at"", ""updated_at"" from ""vip_subscriptions"" where (""vip_subscriptions"".""user_id"" = $1 and ""vip_subscriptions"".""status"" = $2 and ""vip_subscriptions"".""expires_at"" > $3) limit $4
params: 406b8abd-bb5f-4f0b-9829-b65c9043cd3b,active,2025-12-12T16:00:45.393Z,1",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:45,1765555245401,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555245241-9b40a3b20c02,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",info,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,www.eclip.pro,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] Returning user data: {
  id: '406b8abd-bb5f-4f0b-9829-b65c9043cd3b',
  email: 'admin@eclip.pro',
  username: 'admin',
  avatarUrl: 'https://avatars.steamstatic.com/ef51ab8508a2b715278ea19b6b82d6ebf33675ce_full.jpg',
  level: 1,
  xp: 0,
  rank: 'Rookie',
  rankTier: 'Rookie',
  rankDivision: 3,
  esr: 1000,
  coins: 800,
  role: 'ADMIN',
  emailVerified: true,
  hasSteamAuth: true,
  steamId: '76561198001993310',
  title: null,
  equippedFrame: '{""id"":""b6662ff9-0a4d-4436-b9bc-966387d92cbb"",""name"":""Purple Dash"",""rarity"":""Common"",""is_vip"":false,""border_color"":""#9333ea"",""border_style"":""dashed"",""border_width"":3,""shadow_color"":""rgba(147, 51, 234, 0.3)"",""animation_type"":""rotate"",""animation_speed"":2,""vip_tier_required"":""none""}',
  equippedBanner: '{""id"":""ae2be4a9-c94b-45ef-866f-42b651a87cae"",""name"":""Abstract Banner"",""rarity"":""Common"",""is_vip"":false,""gradient"":""linear-gradient(135deg, rgb(168 85 247 / 0.4) 0%, rgb(147 51 234 / 0.4) 20%, rgb(108 92 231 / 0.4) 40%, rgb(79 70 229 / 0.4) 60%, rgb(66 133 244 / 0.4) 100%)"",""vip_tier_required"":""none""}',
  equippedBadge: null,
  stats: null,
  vip: { isVip: false, expiresAt: null, daysRemaining: 0, autoRenew: false }
}",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:45,1765555245405,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555245241-9b40a3b20c02,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",error,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,www.eclip.pro,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,,,,,"[API/Auth/Me] Error: ReferenceError: request is not defined
    at A (.next/server/app/api/auth/me/route.js:1:9986)
    at async k (.next/server/app/api/auth/me/route.js:1:12877)
    at async g (.next/server/app/api/auth/me/route.js:1:13880)
    at async G (.next/server/app/api/auth/me/route.js:1:15002)",prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,,,
2025-12-12 16:00:45,1765555245241,www.eclip.pro/api/auth/me,GET,,500,wgdqv-1765555245241-9b40a3b20c02,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.56 Mobile/15E148 Safari/604.1",,production,master,MISS,serverless,/api/auth/me,www.eclip.pro,www.eclip.pro,dpl_12oa153ZSTs9HmS9SyJw9UbQtp1r,83,iad1,262,2048,,prj_zzTHV4G89zwt2Os9YTqtsw5gIqzJ,,,01KC9MP483FEGB6XVN62950R5P,xJbtqRp1NhqG,1
